"global_id";"stop_id";"stop_name";"StationName";"Street";"Direction";"Pavilion";"OperatingOrgName";"geoData";"geodata_center";
"global_id";"Код остановки";"Наименование остановки";"Название остановки согласно указателю";"Наименование улицы, на которой находится остановка";"Направление";"Наличие павильона";"Балансодержатель остановки с павильоном";"geoData";"geodata_center";
"2583715769";"1002616";"Никольское";"";"";"";"";"";"{coordinates=[37.54376319, 55.50934084], type=Point}";"{coordinates=[37.54376319, 55.50934084], type=Point}";
"2583715770";"1002596";"Зимёнки";"";"";"";"";"";"{coordinates=[37.37962748, 55.57396234], type=Point}";"{coordinates=[37.37962748, 55.57396234], type=Point}";
"2583715771";"1002597";"Зимёнковская улица";"";"";"";"";"";"{coordinates=[37.38585799, 55.57214437], type=Point}";"{coordinates=[37.38585799, 55.57214437], type=Point}";
"2583715772";"1002617";"Никольское";"";"";"";"";"";"{coordinates=[37.54424809, 55.50937744], type=Point}";"{coordinates=[37.54424809, 55.50937744], type=Point}";
"2583715773";"1002601";"Летово";"";"";"";"";"";"{coordinates=[37.40085989, 55.56872204], type=Point}";"{coordinates=[37.40085989, 55.56872204], type=Point}";
"2583715774";"1002602";"Летово";"";"";"";"";"";"{coordinates=[37.40110711, 55.56855113], type=Point}";"{coordinates=[37.40110711, 55.56855113], type=Point}";
"2583715775";"1160";"Театр «Золотое кольцо»";"";"";"";"";"";"{coordinates=[37.56735076, 55.81086363], type=Point}";"{coordinates=[37.56735076, 55.81086363], type=Point}";
"2583715776";"1002604";"Ларёво";"";"";"";"";"";"{coordinates=[37.41529208, 55.56260694], type=Point}";"{coordinates=[37.41529208, 55.56260694], type=Point}";
"2583715778";"9977";"Аэропорт Внуково";"";"";"";"";"";"{coordinates=[37.29055926, 55.60737001], type=Point}";"{coordinates=[37.29055926, 55.60737001], type=Point}";
"2583715779";"1002605";"Школа «Летово»";"";"";"";"";"";"{coordinates=[37.41956949, 55.56118374], type=Point}";"{coordinates=[37.41956949, 55.56118374], type=Point}";
"2583715780";"1002618";"Проезд Завода «Серп и Молот»";"";"";"";"";"";"{coordinates=[37.69432108, 55.75594634], type=Point}";"{coordinates=[37.69432108, 55.75594634], type=Point}";
"2583715781";"1002606";"Школа «Летово»";"";"";"";"";"";"{coordinates=[37.42042118, 55.56064804], type=Point}";"{coordinates=[37.42042118, 55.56064804], type=Point}";
"2583715782";"1002837";"6-я Нововатутинская улица";"";"";"";"";"";"{coordinates=[37.35862599, 55.51367334], type=Point}";"{coordinates=[37.35862599, 55.51367334], type=Point}";
"2583715783";"1002610";"Нагорная улица, 2";"";"";"";"";"";"{coordinates=[37.61136149, 55.68252814], type=Point}";"{coordinates=[37.61136149, 55.68252814], type=Point}";
"2583715784";"8491";"Улица Вострухина";"";"";"";"";"";"{coordinates=[37.79984644, 55.72063706], type=Point}";"{coordinates=[37.79984644, 55.72063706], type=Point}";
"2583715786";"1002593";"Проектируемый проезд № 7031";"";"";"";"";"";"{coordinates=[37.37262289, 55.57919654], type=Point}";"{coordinates=[37.37262289, 55.57919654], type=Point}";
"2583715787";"1000394";"Улица Вострухина, 4";"";"";"";"";"";"{coordinates=[37.79822384, 55.71905192], type=Point}";"{coordinates=[37.79822384, 55.71905192], type=Point}";
"2583715788";"1002599";"Улица Василия Бутурлина";"";"";"";"";"";"{coordinates=[37.39283804, 55.57065284], type=Point}";"{coordinates=[37.39283804, 55.57065284], type=Point}";
"2583715789";"1002642";"Поликлиника № 170";"";"";"";"";"";"{coordinates=[37.60750839, 55.60518456], type=Point}";"{coordinates=[37.60750839, 55.60518456], type=Point}";
"2583715790";"8550";"Улица Паперника";"";"";"";"";"";"{coordinates=[37.7934141, 55.72290363], type=Point}";"{coordinates=[37.7934141, 55.72290363], type=Point}";
"2583715791";"1002600";"Улица Василия Бутурлина";"";"";"";"";"";"{coordinates=[37.39340019, 55.57003774], type=Point}";"{coordinates=[37.39340019, 55.57003774], type=Point}";
"2583715792";"1002644";"3-й Дорожный проезд";"";"";"";"";"";"{coordinates=[37.60655942, 55.60350097], type=Point}";"{coordinates=[37.60655942, 55.60350097], type=Point}";
"2583715793";"1002619";"МЦД Дегунино";"";"";"";"";"";"{coordinates=[37.57197099, 55.86522394], type=Point}";"{coordinates=[37.57197099, 55.86522394], type=Point}";
"2583715794";"1002603";"Ларёво";"";"";"";"";"";"{coordinates=[37.41394688, 55.56325584], type=Point}";"{coordinates=[37.41394688, 55.56325584], type=Point}";
"2583715795";"1002646";"Метро «Алексеевская»";"";"";"";"";"";"{coordinates=[37.63771098, 55.80874014], type=Point}";"{coordinates=[37.63771098, 55.80874014], type=Point}";
"2583715796";"1002648";"Метро «Алтуфьево»";"";"";"";"";"";"{coordinates=[37.58874958, 55.89858524], type=Point}";"{coordinates=[37.58874958, 55.89858524], type=Point}";
"2583715797";"1002607";"Улица Летовского Ополчения";"";"";"";"";"";"{coordinates=[37.43129034, 55.55501514], type=Point}";"{coordinates=[37.43129034, 55.55501514], type=Point}";
"2583715798";"1002838";"Метро «Ховрино»";"";"";"";"";"";"{coordinates=[37.48173828, 55.87760844], type=Point}";"{coordinates=[37.48173828, 55.87760844], type=Point}";
"2583715799";"1002629";"Метро «Селигерская»";"";"";"";"";"";"{coordinates=[37.54465168, 55.86410794], type=Point}";"{coordinates=[37.54465168, 55.86410794], type=Point}";
"2583715800";"1002649";"Метро «Алтуфьево»";"";"";"";"";"";"{coordinates=[37.58353379, 55.89804434], type=Point}";"{coordinates=[37.58353379, 55.89804434], type=Point}";
"2583715801";"1002608";"Улица Летовского Ополчения";"";"";"";"";"";"{coordinates=[37.43100509, 55.554777], type=Point}";"{coordinates=[37.43100509, 55.554777], type=Point}";
"2583715802";"1002650";"Метро «Алтуфьево»";"";"";"";"";"";"{coordinates=[37.58558519, 55.89802504], type=Point}";"{coordinates=[37.58558519, 55.89802504], type=Point}";
"2583715803";"3422";"Каланчёвская улица";"";"";"";"";"";"{coordinates=[37.64957201, 55.7760724], type=Point}";"{coordinates=[37.64957201, 55.7760724], type=Point}";
"2583715804";"5690";"Метро «Алтуфьево»";"";"";"";"";"";"{coordinates=[37.58875623, 55.89796806], type=Point}";"{coordinates=[37.58875623, 55.89796806], type=Point}";
"2583715805";"1002651";"Метро «Алтуфьево»";"";"";"";"";"";"{coordinates=[37.58512019, 55.89802784], type=Point}";"{coordinates=[37.58512019, 55.89802784], type=Point}";
"2583715806";"9514";"6-й микрорайон Жулебина";"";"";"";"";"";"{coordinates=[37.85184433, 55.67957764], type=Point}";"{coordinates=[37.85184433, 55.67957764], type=Point}";
"2583715807";"13219";"Метро «Алтуфьево»";"";"";"";"";"";"{coordinates=[37.58789282, 55.89967689], type=Point}";"{coordinates=[37.58789282, 55.89967689], type=Point}";
"2583715808";"1010147";"Метро «Зюзино»";"";"";"";"";"";"{coordinates=[37.57254172, 55.65593177], type=Point}";"{coordinates=[37.57254172, 55.65593177], type=Point}";
"2583715809";"1002633";"Поворот на посёлок Армейский";"";"";"";"";"";"{coordinates=[37.22366029, 55.38610034], type=Point}";"{coordinates=[37.22366029, 55.38610034], type=Point}";
"2583715810";"1002647";"Метро «Алтуфьево»";"";"";"";"";"";"{coordinates=[37.58949674, 55.89797199], type=Point}";"{coordinates=[37.58949674, 55.89797199], type=Point}";
"2583715811";"1002653";"Метро «Алтуфьево»";"";"";"";"";"";"{coordinates=[37.58326687, 55.89866874], type=Point}";"{coordinates=[37.58326687, 55.89866874], type=Point}";
"2583715812";"1000242";"Сокольническая Застава";"";"";"";"";"";"{coordinates=[37.67950094, 55.79193124], type=Point}";"{coordinates=[37.67950094, 55.79193124], type=Point}";
"2583715813";"10183";"Аэропорт Шереметьево - Терминал B";"";"";"";"";"";"{coordinates=[37.41322643, 55.98169813], type=Point}";"{coordinates=[37.41322643, 55.98169813], type=Point}";
"2583715814";"1002655";"Метро «Отрадное»";"";"";"";"";"";"{coordinates=[37.60379466, 55.86247704], type=Point}";"{coordinates=[37.60379466, 55.86247704], type=Point}";
"2583715815";"6595";"Метро «Новослободская»";"";"";"";"";"";"{coordinates=[37.60448405, 55.77881888], type=Point}";"{coordinates=[37.60448405, 55.77881888], type=Point}";
"2583715816";"1002656";"Поворот на Милицейский посёлок";"";"";"";"";"";"{coordinates=[37.57458566, 55.51206437], type=Point}";"{coordinates=[37.57458566, 55.51206437], type=Point}";
"2583715817";"1002613";"Новоспасский проезд";"";"";"";"";"";"{coordinates=[37.65952808, 55.73188584], type=Point}";"{coordinates=[37.65952808, 55.73188584], type=Point}";
"2583715819";"1002614";"Карельский бульвар, 21";"";"";"";"";"";"{coordinates=[37.53566828, 55.89512714], type=Point}";"{coordinates=[37.53566828, 55.89512714], type=Point}";
"2583715820";"1002657";"Щербинка";"";"";"";"";"";"{coordinates=[37.57755138, 55.51722134], type=Point}";"{coordinates=[37.57755138, 55.51722134], type=Point}";
"2583715821";"1002676";"Улица Булата Окуджавы";"";"";"";"";"";"{coordinates=[37.31965129, 55.63373134], type=Point}";"{coordinates=[37.31965129, 55.63373134], type=Point}";
"2583715822";"1002615";"Театр зверей имени Дурова";"";"";"";"";"";"{coordinates=[37.62317339, 55.77909104], type=Point}";"{coordinates=[37.62317339, 55.77909104], type=Point}";
"2583715823";"1002658";"Щербинка";"";"";"";"";"";"{coordinates=[37.57624069, 55.51790214], type=Point}";"{coordinates=[37.57624069, 55.51790214], type=Point}";
"2583715824";"6741";"Сокольническая Застава";"";"";"";"";"";"{coordinates=[37.6796462, 55.79171398], type=Point}";"{coordinates=[37.6796462, 55.79171398], type=Point}";
"2583715825";"1002659";"Храм Моисея Мурина";"";"";"";"";"";"{coordinates=[37.57696659, 55.51522324], type=Point}";"{coordinates=[37.57696659, 55.51522324], type=Point}";
"2583715826";"17226";"Проспект Защитников Москвы, 7";"";"";"";"";"";"{coordinates=[37.91738933, 55.6994998], type=Point}";"{coordinates=[37.91738933, 55.6994998], type=Point}";
"2583715827";"1002660";"Захарьинские дворики";"";"";"";"";"";"{coordinates=[37.57221409, 55.50401074], type=Point}";"{coordinates=[37.57221409, 55.50401074], type=Point}";
"2583715828";"17225";"Улица Ухтомского Ополчения";"";"";"";"";"";"{coordinates=[37.92084303, 55.70162402], type=Point}";"{coordinates=[37.92084303, 55.70162402], type=Point}";
"2583715829";"1002661";"Улица Маршала Савицкого";"";"";"";"";"";"{coordinates=[37.57303289, 55.50640794], type=Point}";"{coordinates=[37.57303289, 55.50640794], type=Point}";
"2583715830";"1002663";"МЦД Щербинка";"";"";"";"";"";"{coordinates=[37.56370949, 55.51137544], type=Point}";"{coordinates=[37.56370949, 55.51137544], type=Point}";
"2583715831";"3634";"Восточное Измайлово";"";"";"";"";"";"{coordinates=[37.82240578, 55.79348732], type=Point}";"{coordinates=[37.82240578, 55.79348732], type=Point}";
"2583715832";"1002664";"МЦД Щербинка";"";"";"";"";"";"{coordinates=[37.56402618, 55.51135334], type=Point}";"{coordinates=[37.56402618, 55.51135334], type=Point}";
"2583715833";"8604";"Метро «Бульвар Рокоссовского»";"";"";"";"";"";"{coordinates=[37.7329065, 55.81522012], type=Point}";"{coordinates=[37.7329065, 55.81522012], type=Point}";
"2583715834";"1002641";"Метро «Бабушкинская»";"";"";"";"";"";"{coordinates=[37.66286709, 55.87005754], type=Point}";"{coordinates=[37.66286709, 55.87005754], type=Point}";
"2583715835";"1002677";"Улица Бориса Пастернака, 25";"";"";"";"";"";"{coordinates=[37.31966968, 55.63687284], type=Point}";"{coordinates=[37.31966968, 55.63687284], type=Point}";
"2583715836";"1002678";"Пруд Таблетка";"";"";"";"";"";"{coordinates=[37.26163819, 55.61796084], type=Point}";"{coordinates=[37.26163819, 55.61796084], type=Point}";
"2583715837";"1002680";"Метро «Рассказовка»";"";"";"";"";"";"{coordinates=[37.33284699, 55.63262864], type=Point}";"{coordinates=[37.33284699, 55.63262864], type=Point}";
"2583715838";"1002681";"Улица Зелёная Горка";"";"";"";"";"";"{coordinates=[37.42296781, 55.65750098], type=Point}";"{coordinates=[37.42296781, 55.65750098], type=Point}";
"2583715839";"1002682";"Улица Зелёная Горка";"";"";"";"";"";"{coordinates=[37.42334199, 55.65758134], type=Point}";"{coordinates=[37.42334199, 55.65758134], type=Point}";
"2583715840";"1016";"Ленинградский проспект, 26";"";"";"";"";"";"{coordinates=[37.57242764, 55.78305097], type=Point}";"{coordinates=[37.57242764, 55.78305097], type=Point}";
"2583715841";"1500";"Угловой переулок";"";"";"";"";"";"{coordinates=[37.58813343, 55.78889678], type=Point}";"{coordinates=[37.58813343, 55.78889678], type=Point}";
"2583715844";"1002685";"Метро «Говорово»";"";"";"";"";"";"{coordinates=[37.41995079, 55.65990994], type=Point}";"{coordinates=[37.41995079, 55.65990994], type=Point}";
"2583715845";"1501";"Новолесная улица";"";"";"";"";"";"{coordinates=[37.58689569, 55.78453867], type=Point}";"{coordinates=[37.58689569, 55.78453867], type=Point}";
"2583715846";"1002690";"Посёлок совхоза Крёкшино";"";"";"";"";"";"{coordinates=[37.10232244, 55.59488263], type=Point}";"{coordinates=[37.10232244, 55.59488263], type=Point}";
"2583715847";"1002691";"Республиканская улица";"";"";"";"";"";"{coordinates=[37.11739527, 55.59038932], type=Point}";"{coordinates=[37.11739527, 55.59038932], type=Point}";
"2583715848";"1002692";"1-я Железнодорожная улица";"";"";"";"";"";"{coordinates=[37.12139028, 55.58590134], type=Point}";"{coordinates=[37.12139028, 55.58590134], type=Point}";
"2583715849";"1002694";"Октябрьская улица";"";"";"";"";"";"{coordinates=[37.12366228, 55.58556257], type=Point}";"{coordinates=[37.12366228, 55.58556257], type=Point}";
"2583715851";"1002696";"Республиканская улица";"";"";"";"";"";"{coordinates=[37.1173818, 55.59096194], type=Point}";"{coordinates=[37.1173818, 55.59096194], type=Point}";
"2583715852";"1002697";"1-я Сестрорецкая улица";"";"";"";"";"";"{coordinates=[37.34628368, 55.94410434], type=Point}";"{coordinates=[37.34628368, 55.94410434], type=Point}";
"2583715853";"1002698";"Посёлок совхоза Крёкшино";"";"";"";"";"";"{coordinates=[37.10351755, 55.59539503], type=Point}";"{coordinates=[37.10351755, 55.59539503], type=Point}";
"2583715857";"1502";"2-й Лесной переулок";"";"";"";"";"";"{coordinates=[37.58597377, 55.78119776], type=Point}";"{coordinates=[37.58597377, 55.78119776], type=Point}";
"2583715859";"1002703";"Железнодорожная улица";"";"";"";"";"";"{coordinates=[37.16176938, 55.60204564], type=Point}";"{coordinates=[37.16176938, 55.60204564], type=Point}";
"2583715860";"1002704";"Администрация поселения Кокошкино";"";"";"";"";"";"{coordinates=[37.16412728, 55.60097504], type=Point}";"{coordinates=[37.16412728, 55.60097504], type=Point}";
"2583715861";"1009255";"Аллея Героев";"";"";"";"";"";"{coordinates=[37.49381975, 55.71247086], type=Point}";"{coordinates=[37.49381975, 55.71247086], type=Point}";
"2583715862";"1009252";"Река Раменка";"";"";"";"";"";"{coordinates=[37.49137987, 55.7084398], type=Point}";"{coordinates=[37.49137987, 55.7084398], type=Point}";
"2583715863";"1009253";"Река Раменка";"";"";"";"";"";"{coordinates=[37.49053997, 55.70837934], type=Point}";"{coordinates=[37.49053997, 55.70837934], type=Point}";
"2583715864";"1009258";"Метро «Дмитровская»";"";"";"";"";"";"{coordinates=[37.58137564, 55.80763287], type=Point}";"{coordinates=[37.58137564, 55.80763287], type=Point}";
"2583715865";"1009260";"Метро «Нагатинская»";"";"";"";"";"";"{coordinates=[37.62265608, 55.6818342], type=Point}";"{coordinates=[37.62265608, 55.6818342], type=Point}";
"2583715866";"1009261";"Метро «Нагатинская»";"";"";"";"";"";"{coordinates=[37.62265158, 55.68165972], type=Point}";"{coordinates=[37.62265158, 55.68165972], type=Point}";
"2583715867";"1009266";"Улица Космонавтов";"";"";"";"";"";"{coordinates=[37.64927701, 55.82147787], type=Point}";"{coordinates=[37.64927701, 55.82147787], type=Point}";
"2583715868";"1009267";"Школа имени Твардовского";"";"";"";"";"";"{coordinates=[37.65545064, 55.82107544], type=Point}";"{coordinates=[37.65545064, 55.82107544], type=Point}";
"2583715869";"1009272";"Троицк (Микрорайон Солнечный)";"";"";"";"";"";"{coordinates=[37.28392699, 55.46576692], type=Point}";"{coordinates=[37.28392699, 55.46576692], type=Point}";
"2583715870";"1009269";"Улица Академика Черенкова";"";"";"";"";"";"{coordinates=[37.28865256, 55.46932045], type=Point}";"{coordinates=[37.28865256, 55.46932045], type=Point}";
"2583715873";"1009270";"Улица Академика Черенкова";"";"";"";"";"";"{coordinates=[37.28797888, 55.46901058], type=Point}";"{coordinates=[37.28797888, 55.46901058], type=Point}";
"2583715874";"1009271";"Троицк (Микрорайон Солнечный)";"";"";"";"";"";"{coordinates=[37.28557459, 55.46687788], type=Point}";"{coordinates=[37.28557459, 55.46687788], type=Point}";
"2583715875";"1009273";"Улица Чугунные Ворота";"";"";"";"";"";"{coordinates=[37.80176753, 55.69413569], type=Point}";"{coordinates=[37.80176753, 55.69413569], type=Point}";
"2583715876";"1009328";"Щёлковский проезд, 2";"";"";"";"";"";"{coordinates=[37.7786461, 55.8062609], type=Point}";"{coordinates=[37.7786461, 55.8062609], type=Point}";
"2583715877";"1009394";"Батюнинская улица, 14";"";"";"";"";"";"{coordinates=[37.70766978, 55.65924404], type=Point}";"{coordinates=[37.70766978, 55.65924404], type=Point}";
"2583715878";"1009359";"Ботаково";"";"";"";"";"";"{coordinates=[37.28210483, 55.50431799], type=Point}";"{coordinates=[37.28210483, 55.50431799], type=Point}";
"2583715879";"1009318";"Соловьиная роща";"";"";"";"";"";"{coordinates=[37.44153398, 55.58475196], type=Point}";"{coordinates=[37.44153398, 55.58475196], type=Point}";
"2583715880";"1009360";"Деревня Жуковка";"";"";"";"";"";"{coordinates=[37.28469878, 55.50783226], type=Point}";"{coordinates=[37.28469878, 55.50783226], type=Point}";
"2583715881";"1009321";"ЖК «Юрлово»";"";"";"";"";"";"{coordinates=[37.61468751, 55.87723704], type=Point}";"{coordinates=[37.61468751, 55.87723704], type=Point}";
"2583715882";"1009388";"Весенняя улица, 20";"";"";"";"";"";"{coordinates=[37.51042881, 55.87521606], type=Point}";"{coordinates=[37.51042881, 55.87521606], type=Point}";
"2583715883";"1009361";"Деревня Жуковка";"";"";"";"";"";"{coordinates=[37.28545967, 55.50799872], type=Point}";"{coordinates=[37.28545967, 55.50799872], type=Point}";
"2583715884";"1009325";"11-я улица Текстильщиков";"";"";"";"";"";"{coordinates=[37.74595896, 55.70655669], type=Point}";"{coordinates=[37.74595896, 55.70655669], type=Point}";
"2583715887";"1009326";"Люблинский отдел ЗАГС";"";"";"";"";"";"{coordinates=[37.74850802, 55.70271476], type=Point}";"{coordinates=[37.74850802, 55.70271476], type=Point}";
"2583715888";"1009372";"Согласие-2";"";"";"";"";"";"{coordinates=[37.31111392, 55.52250744], type=Point}";"{coordinates=[37.31111392, 55.52250744], type=Point}";
"2583715889";"1009412";"Детская стоматологическая поликлиника";"";"";"";"";"";"{coordinates=[37.41266478, 55.73372104], type=Point}";"{coordinates=[37.41266478, 55.73372104], type=Point}";
"2583715890";"1009400";"Карамышевская набережная, 60";"";"";"";"";"";"{coordinates=[37.45999478, 55.77467604], type=Point}";"{coordinates=[37.45999478, 55.77467604], type=Point}";
"2583715891";"1009373";"Согласие-2";"";"";"";"";"";"{coordinates=[37.31161511, 55.52283546], type=Point}";"{coordinates=[37.31161511, 55.52283546], type=Point}";
"2583715892";"1009329";"Улица Полковника Милиции Курочкина";"";"";"";"";"";"{coordinates=[37.2960314, 55.48652503], type=Point}";"{coordinates=[37.2960314, 55.48652503], type=Point}";
"2583715893";"1009331";"11-й квартал Люберецких Полей";"";"";"";"";"";"{coordinates=[37.9428197, 55.70117917], type=Point}";"{coordinates=[37.9428197, 55.70117917], type=Point}";
"2583715894";"1009419";"Улица Харлампиева";"";"";"";"";"";"{coordinates=[37.31271797, 55.54854762], type=Point}";"{coordinates=[37.31271797, 55.54854762], type=Point}";
"2583715895";"1009366";"Сады «Творчество»";"";"";"";"";"";"{coordinates=[37.30158744, 55.509473], type=Point}";"{coordinates=[37.30158744, 55.509473], type=Point}";
"2583715896";"1009332";"СНТ «Восход-Воскресенское»";"";"";"";"";"";"{coordinates=[37.45021355, 55.51391776], type=Point}";"{coordinates=[37.45021355, 55.51391776], type=Point}";
"2583715897";"1009420";"Улица Харлампиева";"";"";"";"";"";"{coordinates=[37.31377932, 55.54856042], type=Point}";"{coordinates=[37.31377932, 55.54856042], type=Point}";
"2583715898";"1009374";"Фоминское";"";"";"";"";"";"{coordinates=[37.31859429, 55.52080445], type=Point}";"{coordinates=[37.31859429, 55.52080445], type=Point}";
"2583715899";"1009333";"СНТ «Восход-Воскресенское»";"";"";"";"";"";"{coordinates=[37.45080223, 55.5144739], type=Point}";"{coordinates=[37.45080223, 55.5144739], type=Point}";
"2583715900";"1009421";"Улица Марьинский Парк, 12";"";"";"";"";"";"{coordinates=[37.7809256, 55.6600457], type=Point}";"{coordinates=[37.7809256, 55.6600457], type=Point}";
"2583715901";"1009375";"Фоминское";"";"";"";"";"";"{coordinates=[37.31875441, 55.52050746], type=Point}";"{coordinates=[37.31875441, 55.52050746], type=Point}";
"2583715902";"1009334";"Поворот на Лаптево";"";"";"";"";"";"{coordinates=[37.44312991, 55.50932549], type=Point}";"{coordinates=[37.44312991, 55.50932549], type=Point}";
"2583715903";"1009376";"Московская улица";"";"";"";"";"";"{coordinates=[37.32490506, 55.51898825], type=Point}";"{coordinates=[37.32490506, 55.51898825], type=Point}";
"2583715904";"1009423";"Университетский проспект";"";"";"";"";"";"{coordinates=[37.55755308, 55.69360324], type=Point}";"{coordinates=[37.55755308, 55.69360324], type=Point}";
"2583715905";"1009335";"Поворот на Лаптево";"";"";"";"";"";"{coordinates=[37.44343912, 55.50948111], type=Point}";"{coordinates=[37.44343912, 55.50948111], type=Point}";
"2583715906";"1009377";"Московская улица";"";"";"";"";"";"{coordinates=[37.32520773, 55.5187515], type=Point}";"{coordinates=[37.32520773, 55.5187515], type=Point}";
"2583715907";"1009425";"Батюнинская улица";"";"";"";"";"";"{coordinates=[37.7097793, 55.65861597], type=Point}";"{coordinates=[37.7097793, 55.65861597], type=Point}";
"2583715908";"1009336";"Расторопово";"";"";"";"";"";"{coordinates=[37.44328033, 55.50751361], type=Point}";"{coordinates=[37.44328033, 55.50751361], type=Point}";
"2583715909";"1009378";"Заречная улица";"";"";"";"";"";"{coordinates=[37.32835267, 55.51714372], type=Point}";"{coordinates=[37.32835267, 55.51714372], type=Point}";
"2583715910";"1009426";"1-й Курьяновский проезд";"";"";"";"";"";"{coordinates=[37.7096387, 55.65655733], type=Point}";"{coordinates=[37.7096387, 55.65655733], type=Point}";
"2583715911";"1009356";"Узкий переулок";"";"";"";"";"";"{coordinates=[37.63122478, 55.80693004], type=Point}";"{coordinates=[37.63122478, 55.80693004], type=Point}";
"2583715912";"1009379";"Заречная улица";"";"";"";"";"";"{coordinates=[37.32853293, 55.51706592], type=Point}";"{coordinates=[37.32853293, 55.51706592], type=Point}";
"2583715913";"1009427";"1-й Курьяновский проезд";"";"";"";"";"";"{coordinates=[37.70741306, 55.65572041], type=Point}";"{coordinates=[37.70741306, 55.65572041], type=Point}";
"2583715914";"1009357";"Проектируемый проезд № 2257";"";"";"";"";"";"{coordinates=[37.58122215, 55.86223805], type=Point}";"{coordinates=[37.58122215, 55.86223805], type=Point}";
"2583715915";"1009367";"Сады «Творчество»";"";"";"";"";"";"{coordinates=[37.30303878, 55.51064475], type=Point}";"{coordinates=[37.30303878, 55.51064475], type=Point}";
"2583715917";"1010254";"Метро «Ленинский проспект»";"";"";"";"";"";"{coordinates=[37.58555248, 55.70694535], type=Point}";"{coordinates=[37.58555248, 55.70694535], type=Point}";
"2583715918";"1009368";"ДСК «Ели»";"";"";"";"";"";"{coordinates=[37.30293856, 55.51659367], type=Point}";"{coordinates=[37.30293856, 55.51659367], type=Point}";
"2583715919";"1009455";"Улица Марины Цветаевой";"";"";"";"";"";"{coordinates=[37.3172448, 55.63712067], type=Point}";"{coordinates=[37.3172448, 55.63712067], type=Point}";
"2583715920";"1009358";"Ботаково";"";"";"";"";"";"{coordinates=[37.28110368, 55.50361368], type=Point}";"{coordinates=[37.28110368, 55.50361368], type=Point}";
"2583715921";"1009369";"ДСК «Ели»";"";"";"";"";"";"{coordinates=[37.30357739, 55.51675673], type=Point}";"{coordinates=[37.30357739, 55.51675673], type=Point}";
"2583715922";"1009541";"Салтыковская улица, 8";"";"";"";"";"";"{coordinates=[37.85894069, 55.72650345], type=Point}";"{coordinates=[37.85894069, 55.72650345], type=Point}";
"2583715923";"1010253";"Площадь Гагарина";"";"";"";"";"";"{coordinates=[37.58146804, 55.70889873], type=Point}";"{coordinates=[37.58146804, 55.70889873], type=Point}";
"2583715925";"1009370";"Согласие-1";"";"";"";"";"";"{coordinates=[37.30664043, 55.51905535], type=Point}";"{coordinates=[37.30664043, 55.51905535], type=Point}";
"2583715926";"1009392";"Улица Павла Корчагина, 5";"";"";"";"";"";"{coordinates=[37.65863197, 55.81530669], type=Point}";"{coordinates=[37.65863197, 55.81530669], type=Point}";
"2583715927";"1009371";"Согласие-1";"";"";"";"";"";"{coordinates=[37.30726854, 55.51938359], type=Point}";"{coordinates=[37.30726854, 55.51938359], type=Point}";
"2583715928";"1009411";"14-й микрорайон Марьинского Парка";"";"";"";"";"";"{coordinates=[37.79743002, 55.67419418], type=Point}";"{coordinates=[37.79743002, 55.67419418], type=Point}";
"2583715929";"1009362";"Южная улица";"";"";"";"";"";"{coordinates=[37.29350638, 55.50693473], type=Point}";"{coordinates=[37.29350638, 55.50693473], type=Point}";
"2583715930";"1009380";"Улица Генерала Милорадовича";"";"";"";"";"";"{coordinates=[37.33563601, 55.51659229], type=Point}";"{coordinates=[37.33563601, 55.51659229], type=Point}";
"2583715931";"1009424";"Батюнинская улица";"";"";"";"";"";"{coordinates=[37.71139069, 55.65970065], type=Point}";"{coordinates=[37.71139069, 55.65970065], type=Point}";
"2583715932";"1009381";"Улица Генерала Милорадовича";"";"";"";"";"";"{coordinates=[37.33736447, 55.51575096], type=Point}";"{coordinates=[37.33736447, 55.51575096], type=Point}";
"2583715933";"1009363";"Южная улица";"";"";"";"";"";"{coordinates=[37.29389688, 55.50711852], type=Point}";"{coordinates=[37.29389688, 55.50711852], type=Point}";
"2583715934";"1009430";"Улица Сергея Эйзенштейна";"";"";"";"";"";"{coordinates=[37.64585739, 55.82951533], type=Point}";"{coordinates=[37.64585739, 55.82951533], type=Point}";
"2583715935";"1009382";"Чароит";"";"";"";"";"";"{coordinates=[37.34081942, 55.51449753], type=Point}";"{coordinates=[37.34081942, 55.51449753], type=Point}";
"2583715936";"1009467";"Лобненская улица";"";"";"";"";"";"{coordinates=[37.52419689, 55.89152253], type=Point}";"{coordinates=[37.52419689, 55.89152253], type=Point}";
"2583715937";"1009433";"Школа";"";"";"";"";"";"{coordinates=[37.45757569, 55.69489283], type=Point}";"{coordinates=[37.45757569, 55.69489283], type=Point}";
"2583715938";"1009432";"Отрадная улица, 1";"";"";"";"";"";"{coordinates=[37.60445601, 55.85882372], type=Point}";"{coordinates=[37.60445601, 55.85882372], type=Point}";
"2583715939";"1009383";"Микрорайон Центральный";"";"";"";"";"";"{coordinates=[37.34652902, 55.51504523], type=Point}";"{coordinates=[37.34652902, 55.51504523], type=Point}";
"2583715940";"1009393";"Батюнинская улица, 14";"";"";"";"";"";"{coordinates=[37.70730279, 55.65975204], type=Point}";"{coordinates=[37.70730279, 55.65975204], type=Point}";
"2583715941";"1009438";"МФЦ Некрасовка";"";"";"";"";"";"{coordinates=[37.93159893, 55.70732465], type=Point}";"{coordinates=[37.93159893, 55.70732465], type=Point}";
