"global_id";"stop_id";"stop_name";"StationName";"Street";"Direction";"Pavilion";"OperatingOrgName";"geoData";"geodata_center";
"global_id";"Код остановки";"Наименование остановки";"Название остановки согласно указателю";"Наименование улицы, на которой находится остановка";"Направление";"Наличие павильона";"Балансодержатель остановки с павильоном";"geoData";"geodata_center";
"835503875";"3044";"Метро «Тульская» (южн.)";"";"";"";"";"";"{coordinates=[37.62170311, 55.7089038], type=Point}";"{coordinates=[37.62170311, 55.7089038], type=Point}";
"2583703093";"1009734";"Метро «Черкизовская»";"";"";"";"";"";"{coordinates=[37.74501804, 55.80216388], type=Point}";"{coordinates=[37.74501804, 55.80216388], type=Point}";
"2583703094";"1009907";"МФЦ Нагатино-Садовники";"";"";"";"";"";"{coordinates=[37.62951079, 55.68118771], type=Point}";"{coordinates=[37.62951079, 55.68118771], type=Point}";
"2583703096";"1009735";"Метро «Черкизовская»";"";"";"";"";"";"{coordinates=[37.74523281, 55.80208643], type=Point}";"{coordinates=[37.74523281, 55.80208643], type=Point}";
"2583703098";"1009740";"Поворот на Новокурьяново";"";"";"";"";"";"{coordinates=[37.53969919, 55.51463263], type=Point}";"{coordinates=[37.53969919, 55.51463263], type=Point}";
"2583703100";"1009739";"Поворот на Новокурьяново";"";"";"";"";"";"{coordinates=[37.53941134, 55.51457679], type=Point}";"{coordinates=[37.53941134, 55.51457679], type=Point}";
"2583703102";"1009741";"Староникольское";"";"";"";"";"";"{coordinates=[37.54673493, 55.51175897], type=Point}";"{coordinates=[37.54673493, 55.51175897], type=Point}";
"2583703103";"1009952";"Моспроектовец";"";"";"";"";"";"{coordinates=[37.2264087, 55.3135746], type=Point}";"{coordinates=[37.2264087, 55.3135746], type=Point}";
"2583703104";"1009742";"Староникольское";"";"";"";"";"";"{coordinates=[37.5486971, 55.51096184], type=Point}";"{coordinates=[37.5486971, 55.51096184], type=Point}";
"2583703105";"1009953";"Улица Эдварда Грига";"";"";"";"";"";"{coordinates=[37.51159991, 55.55366596], type=Point}";"{coordinates=[37.51159991, 55.55366596], type=Point}";
"2583703106";"1009816";"Метромост";"";"";"";"";"";"{coordinates=[37.66696851, 55.68532717], type=Point}";"{coordinates=[37.66696851, 55.68532717], type=Point}";
"2583703107";"1009954";"Белые Ночи";"";"";"";"";"";"{coordinates=[37.51146216, 55.55261139], type=Point}";"{coordinates=[37.51146216, 55.55261139], type=Point}";
"2583703108";"1009766";"Река Алёшинка";"";"";"";"";"";"{coordinates=[37.34498912, 55.65170459], type=Point}";"{coordinates=[37.34498912, 55.65170459], type=Point}";
"2583703109";"1009955";"Марьино Град";"";"";"";"";"";"{coordinates=[37.34435237, 55.55398853], type=Point}";"{coordinates=[37.34435237, 55.55398853], type=Point}";
"2583703110";"1009763";"6-й микрорайон";"";"";"";"";"";"{coordinates=[37.53711379, 55.63838804], type=Point}";"{coordinates=[37.53711379, 55.63838804], type=Point}";
"2583703111";"1009956";"Бульвар Веласкеса";"";"";"";"";"";"{coordinates=[37.45385847, 55.59245656], type=Point}";"{coordinates=[37.45385847, 55.59245656], type=Point}";
"2583703112";"1009803";"Улица Егора Абакумова";"";"";"";"";"";"{coordinates=[37.71959248, 55.87701291], type=Point}";"{coordinates=[37.71959248, 55.87701291], type=Point}";
"2583703113";"1009817";"Метро «Ховрино»";"";"";"";"";"";"{coordinates=[37.48011345, 55.87805698], type=Point}";"{coordinates=[37.48011345, 55.87805698], type=Point}";
"2583703114";"1009957";"Бульвар Веласкеса";"";"";"";"";"";"{coordinates=[37.45326249, 55.59244878], type=Point}";"{coordinates=[37.45326249, 55.59244878], type=Point}";
"2583703115";"1009818";"Метро «Ховрино»";"";"";"";"";"";"{coordinates=[37.47977091, 55.87870114], type=Point}";"{coordinates=[37.47977091, 55.87870114], type=Point}";
"2583703116";"1009958";"Испанские Кварталы";"";"";"";"";"";"{coordinates=[37.4578308, 55.59437199], type=Point}";"{coordinates=[37.4578308, 55.59437199], type=Point}";
"2583703117";"1009959";"МЦД Перерва";"";"";"";"";"";"{coordinates=[37.7174147, 55.6633643], type=Point}";"{coordinates=[37.7174147, 55.6633643], type=Point}";
"2583703118";"1009853";"Чечёрский проезд, 126";"";"";"";"";"";"{coordinates=[37.51589239, 55.52508136], type=Point}";"{coordinates=[37.51589239, 55.52508136], type=Point}";
"2583703119";"1009854";"Чечёрский проезд, 126";"";"";"";"";"";"{coordinates=[37.51557257, 55.52405463], type=Point}";"{coordinates=[37.51557257, 55.52405463], type=Point}";
"2583703120";"1009960";"МЦД Перерва";"";"";"";"";"";"{coordinates=[37.71698846, 55.66357085], type=Point}";"{coordinates=[37.71698846, 55.66357085], type=Point}";
"2583703121";"1009882";"Площадь Славы";"";"";"";"";"";"{coordinates=[37.76504236, 55.70718833], type=Point}";"{coordinates=[37.76504236, 55.70718833], type=Point}";
"2583703122";"1009961";"Кинотеатр «Комсомолец»";"";"";"";"";"";"{coordinates=[37.56946169, 55.84214217], type=Point}";"{coordinates=[37.56946169, 55.84214217], type=Point}";
"2583703123";"1009855";"Метро «Бульвар Адмирала Ушакова»";"";"";"";"";"";"{coordinates=[37.54352379, 55.5464673], type=Point}";"{coordinates=[37.54352379, 55.5464673], type=Point}";
"2583703124";"1009962";"Перервинская плотина";"";"";"";"";"";"{coordinates=[37.71876752, 55.67371339], type=Point}";"{coordinates=[37.71876752, 55.67371339], type=Point}";
"2583703125";"1009858";"Набережная Академика Туполева";"";"";"";"";"";"{coordinates=[37.66955583, 55.75776239], type=Point}";"{coordinates=[37.66955583, 55.75776239], type=Point}";
"2583703127";"1009859";"4-й Сыромятнический переулок";"";"";"";"";"";"{coordinates=[37.67128434, 55.75473224], type=Point}";"{coordinates=[37.67128434, 55.75473224], type=Point}";
"2583703128";"1009939";"Микрорайон Десна";"";"";"";"";"";"{coordinates=[37.37951775, 55.53493225], type=Point}";"{coordinates=[37.37951775, 55.53493225], type=Point}";
"2583703129";"1009883";"МЦК Новохохловская";"";"";"";"";"";"{coordinates=[37.71732768, 55.72509345], type=Point}";"{coordinates=[37.71732768, 55.72509345], type=Point}";
"2583703130";"1009940";"Микрорайон Десна";"";"";"";"";"";"{coordinates=[37.37878996, 55.53558696], type=Point}";"{coordinates=[37.37878996, 55.53558696], type=Point}";
"2583703131";"1009942";"По требованию";"";"";"";"";"";"{coordinates=[37.3718119, 55.54024604], type=Point}";"{coordinates=[37.3718119, 55.54024604], type=Point}";
"2583703132";"20580";"Болотная площадь";"";"";"";"";"";"{coordinates=[37.61331902, 55.74441268], type=Point}";"{coordinates=[37.61331902, 55.74441268], type=Point}";
"2583703134";"1009944";"Пенино-1";"";"";"";"";"";"{coordinates=[37.36572275, 55.5443332], type=Point}";"{coordinates=[37.36572275, 55.5443332], type=Point}";
"2583703135";"1009900";"Лётная улица";"";"";"";"";"";"{coordinates=[37.43196711, 55.82278111], type=Point}";"{coordinates=[37.43196711, 55.82278111], type=Point}";
"2583703137";"1009943";"Пенино-1";"";"";"";"";"";"{coordinates=[37.36791587, 55.54330657], type=Point}";"{coordinates=[37.36791587, 55.54330657], type=Point}";
"2583703138";"1009904";"ЖК «Домашний»";"";"";"";"";"";"{coordinates=[37.702012, 55.6462508], type=Point}";"{coordinates=[37.702012, 55.6462508], type=Point}";
"2583703140";"1009946";"Марьино Град";"";"";"";"";"";"{coordinates=[37.34333778, 55.55458004], type=Point}";"{coordinates=[37.34333778, 55.55458004], type=Point}";
"2583703141";"1009902";"МЦД Курьяново";"";"";"";"";"";"{coordinates=[37.70462945, 55.6485597], type=Point}";"{coordinates=[37.70462945, 55.6485597], type=Point}";
"2583703142";"1009905";"ЖК «Домашний»";"";"";"";"";"";"{coordinates=[37.70341194, 55.64720485], type=Point}";"{coordinates=[37.70341194, 55.64720485], type=Point}";
"2583703143";"1009947";"Цветочные Поляны";"";"";"";"";"";"{coordinates=[37.31719078, 55.56045604], type=Point}";"{coordinates=[37.31719078, 55.56045604], type=Point}";
"2583703144";"1009945";"Деревня Марьино";"";"";"";"";"";"{coordinates=[37.33800676, 55.5560994], type=Point}";"{coordinates=[37.33800676, 55.5560994], type=Point}";
"2583703145";"1009906";"Курьяновская набережная";"";"";"";"";"";"{coordinates=[37.7002543, 55.64414191], type=Point}";"{coordinates=[37.7002543, 55.64414191], type=Point}";
"2583703151";"1009948";"Деревня Марьино";"";"";"";"";"";"{coordinates=[37.3372367, 55.55659602], type=Point}";"{coordinates=[37.3372367, 55.55659602], type=Point}";
"2583703152";"1010041";"Проектируемый проезд № 7502";"";"";"";"";"";"{coordinates=[37.46964523, 55.60458909], type=Point}";"{coordinates=[37.46964523, 55.60458909], type=Point}";
"2583703153";"1009949";"Цветочные Поляны";"";"";"";"";"";"{coordinates=[37.31859889, 55.56018017], type=Point}";"{coordinates=[37.31859889, 55.56018017], type=Point}";
"2583703154";"1010010";"По требованию";"";"";"";"";"";"{coordinates=[37.37316776, 55.53873783], type=Point}";"{coordinates=[37.37316776, 55.53873783], type=Point}";
"2583703155";"1009965";"МЦК Ростокино";"";"";"";"";"";"{coordinates=[37.66528152, 55.8428194], type=Point}";"{coordinates=[37.66528152, 55.8428194], type=Point}";
"2583703156";"1010013";"Улица Никитина, 11";"";"";"";"";"";"{coordinates=[37.37268466, 55.60237018], type=Point}";"{coordinates=[37.37268466, 55.60237018], type=Point}";
"2583703157";"1009985";"Метро «Университет»";"";"";"";"";"";"{coordinates=[37.53513175, 55.69367601], type=Point}";"{coordinates=[37.53513175, 55.69367601], type=Point}";
"2583703158";"1010014";"Парк «Филатов Луг»";"";"";"";"";"";"{coordinates=[37.38921077, 55.60297454], type=Point}";"{coordinates=[37.38921077, 55.60297454], type=Point}";
"2583703159";"1009986";"Садовническая улица, 7";"";"";"";"";"";"{coordinates=[37.62791185, 55.74773125], type=Point}";"{coordinates=[37.62791185, 55.74773125], type=Point}";
"2583703160";"1010011";"Улица Бианки";"";"";"";"";"";"{coordinates=[37.3632951, 55.60281641], type=Point}";"{coordinates=[37.3632951, 55.60281641], type=Point}";
"2583703161";"1009987";"Школа";"";"";"";"";"";"{coordinates=[37.64122931, 55.73952065], type=Point}";"{coordinates=[37.64122931, 55.73952065], type=Point}";
"2583703162";"1009988";"Мега - Икеа";"";"";"";"";"";"{coordinates=[37.49454185, 55.60384201], type=Point}";"{coordinates=[37.49454185, 55.60384201], type=Point}";
"2583703163";"1010012";"Улица Бианки, 13";"";"";"";"";"";"{coordinates=[37.37032797, 55.60291129], type=Point}";"{coordinates=[37.37032797, 55.60291129], type=Point}";
"2583703164";"1010015";"Улица Москвитина";"";"";"";"";"";"{coordinates=[37.36105606, 55.59813604], type=Point}";"{coordinates=[37.36105606, 55.59813604], type=Point}";
"2583703165";"1009989";"Метро «Тропарёво»";"";"";"";"";"";"{coordinates=[37.47302987, 55.64544616], type=Point}";"{coordinates=[37.47302987, 55.64544616], type=Point}";
"2583703166";"1009990";"Метро «Тропарёво»";"";"";"";"";"";"{coordinates=[37.47169773, 55.64425133], type=Point}";"{coordinates=[37.47169773, 55.64425133], type=Point}";
"2583703167";"1010016";"Улица Москвитина";"";"";"";"";"";"{coordinates=[37.35917364, 55.59865734], type=Point}";"{coordinates=[37.35917364, 55.59865734], type=Point}";
"2583703168";"1010017";"Улица Лаптева";"";"";"";"";"";"{coordinates=[37.36729791, 55.60058124], type=Point}";"{coordinates=[37.36729791, 55.60058124], type=Point}";
"2583703169";"1009994";"Метро «Улица 1905 года»";"";"";"";"";"";"{coordinates=[37.56027779, 55.76294004], type=Point}";"{coordinates=[37.56027779, 55.76294004], type=Point}";
"2583703170";"1009995";"Малый Чертановский пруд";"";"";"";"";"";"{coordinates=[37.61910878, 55.63994704], type=Point}";"{coordinates=[37.61910878, 55.63994704], type=Point}";
"2583703171";"1010018";"Улица Лаптева";"";"";"";"";"";"{coordinates=[37.36662835, 55.59996311], type=Point}";"{coordinates=[37.36662835, 55.59996311], type=Point}";
"2583703172";"1009991";"Метро «Баррикадная»";"";"";"";"";"";"{coordinates=[37.57906879, 55.76153604], type=Point}";"{coordinates=[37.57906879, 55.76153604], type=Point}";
"2583703173";"1010019";"Улица Бианки, 13";"";"";"";"";"";"{coordinates=[37.36876084, 55.60263634], type=Point}";"{coordinates=[37.36876084, 55.60263634], type=Point}";
"2583703174";"1009992";"Геронтологический центр";"";"";"";"";"";"{coordinates=[37.64276266, 55.84489214], type=Point}";"{coordinates=[37.64276266, 55.84489214], type=Point}";
"2583703175";"1010020";"Парк «Филатов Луг»";"";"";"";"";"";"{coordinates=[37.38762594, 55.60310732], type=Point}";"{coordinates=[37.38762594, 55.60310732], type=Point}";
"2583703176";"1009993";"Геронтологический центр";"";"";"";"";"";"{coordinates=[37.64157891, 55.84517535], type=Point}";"{coordinates=[37.64157891, 55.84517535], type=Point}";
"2583703177";"1010021";"Улица Никитина, 11";"";"";"";"";"";"{coordinates=[37.37253185, 55.60337404], type=Point}";"{coordinates=[37.37253185, 55.60337404], type=Point}";
"2583703178";"1009996";"Шипиловский ЗАГС";"";"";"";"";"";"{coordinates=[37.69414379, 55.61692105], type=Point}";"{coordinates=[37.69414379, 55.61692105], type=Point}";
"2583703179";"1010022";"Метро «Филатов Луг»";"";"";"";"";"";"{coordinates=[37.40565355, 55.60089077], type=Point}";"{coordinates=[37.40565355, 55.60089077], type=Point}";
"2583703180";"1009997";"Метро «Алма-Атинская»";"";"";"";"";"";"{coordinates=[37.76359279, 55.63400404], type=Point}";"{coordinates=[37.76359279, 55.63400404], type=Point}";
"2583703181";"1010023";"МЦК Новохохловская";"";"";"";"";"";"{coordinates=[37.71666362, 55.72489222], type=Point}";"{coordinates=[37.71666362, 55.72489222], type=Point}";
"2583703182";"1009999";"Азовская улица";"";"";"";"";"";"{coordinates=[37.59450104, 55.64252587], type=Point}";"{coordinates=[37.59450104, 55.64252587], type=Point}";
"2583703183";"1010106";"Метро «Каширская»";"";"";"";"";"";"{coordinates=[37.64777626, 55.65578728], type=Point}";"{coordinates=[37.64777626, 55.65578728], type=Point}";
"2583703184";"1010000";"Кинотеатр «Ашхабад»";"";"";"";"";"";"{coordinates=[37.59464479, 55.62539404], type=Point}";"{coordinates=[37.59464479, 55.62539404], type=Point}";
"2583703186";"1010064";"МЦД Люблино";"";"";"";"";"";"{coordinates=[37.73113158, 55.68468801], type=Point}";"{coordinates=[37.73113158, 55.68468801], type=Point}";
"2583703187";"1010001";"Институт генетики";"";"";"";"";"";"{coordinates=[37.61281858, 55.61655731], type=Point}";"{coordinates=[37.61281858, 55.61655731], type=Point}";
"2583703188";"1010034";"Лётная улица";"";"";"";"";"";"{coordinates=[37.42943822, 55.82362416], type=Point}";"{coordinates=[37.42943822, 55.82362416], type=Point}";
"2583703189";"1010002";"Герценский парк";"";"";"";"";"";"{coordinates=[37.67516778, 55.57444204], type=Point}";"{coordinates=[37.67516778, 55.57444204], type=Point}";
"2583703190";"1010038";"Небесный бульвар";"";"";"";"";"";"{coordinates=[37.42654078, 55.82014004], type=Point}";"{coordinates=[37.42654078, 55.82014004], type=Point}";
"2583703191";"1010003";"Герценский парк";"";"";"";"";"";"{coordinates=[37.67386001, 55.57380301], type=Point}";"{coordinates=[37.67386001, 55.57380301], type=Point}";
"2583703192";"1010037";"Небесный бульвар";"";"";"";"";"";"{coordinates=[37.42372841, 55.821279], type=Point}";"{coordinates=[37.42372841, 55.821279], type=Point}";
"2583703193";"1010004";"ЖК «Царицыно»";"";"";"";"";"";"{coordinates=[37.66147179, 55.60538704], type=Point}";"{coordinates=[37.66147179, 55.60538704], type=Point}";
"2583703194";"1010005";"ЖК «Царицыно»";"";"";"";"";"";"{coordinates=[37.66200878, 55.60489204], type=Point}";"{coordinates=[37.66200878, 55.60489204], type=Point}";
"2583703195";"1010042";"Лещинский ручей";"";"";"";"";"";"{coordinates=[37.47559073, 55.60495556], type=Point}";"{coordinates=[37.47559073, 55.60495556], type=Point}";
"2583703196";"1010006";"Савёловский вокзал";"";"";"";"";"";"{coordinates=[37.58684762, 55.79180188], type=Point}";"{coordinates=[37.58684762, 55.79180188], type=Point}";
"2583703197";"1010043";"Лещинский ручей";"";"";"";"";"";"{coordinates=[37.4770282, 55.60503691], type=Point}";"{coordinates=[37.4770282, 55.60503691], type=Point}";
"2583703198";"1010060";"Валдайский проезд";"";"";"";"";"";"{coordinates=[37.46849146, 55.8634691], type=Point}";"{coordinates=[37.46849146, 55.8634691], type=Point}";
"2583703199";"1010040";"Проектируемый проезд № 7502";"";"";"";"";"";"{coordinates=[37.4695539, 55.60484516], type=Point}";"{coordinates=[37.4695539, 55.60484516], type=Point}";
"2583703200";"1010062";"Родниковая улица, 18";"";"";"";"";"";"{coordinates=[37.38749435, 55.63417344], type=Point}";"{coordinates=[37.38749435, 55.63417344], type=Point}";
"2583703201";"1010063";"Родниковая улица, 18";"";"";"";"";"";"{coordinates=[37.38585669, 55.63571655], type=Point}";"{coordinates=[37.38585669, 55.63571655], type=Point}";
"2583703209";"1010065";"Библиотечная улица";"";"";"";"";"";"{coordinates=[37.67902172, 55.74505744], type=Point}";"{coordinates=[37.67902172, 55.74505744], type=Point}";
"2583703210";"1010122";"Метро «Новаторская»";"";"";"";"";"";"{coordinates=[37.5242979, 55.66844914], type=Point}";"{coordinates=[37.5242979, 55.66844914], type=Point}";
"2583703211";"5631";"Саратовская улица";"";"";"";"";"";"{coordinates=[37.74299163, 55.71602832], type=Point}";"{coordinates=[37.74299163, 55.71602832], type=Point}";
"2583703212";"1010070";"Парк Хуамин";"";"";"";"";"";"{coordinates=[37.63568278, 55.84487604], type=Point}";"{coordinates=[37.63568278, 55.84487604], type=Point}";
"2583703213";"1010123";"МЖК «Рождествено»";"";"";"";"";"";"{coordinates=[37.36233183, 55.86239852], type=Point}";"{coordinates=[37.36233183, 55.86239852], type=Point}";
"2583703214";"1010071";"Кантемировская улица";"";"";"";"";"";"{coordinates=[37.65446731, 55.63835391], type=Point}";"{coordinates=[37.65446731, 55.63835391], type=Point}";
"2583703215";"1010124";"Парк «Торфянка»";"";"";"";"";"";"{coordinates=[37.68424662, 55.87669591], type=Point}";"{coordinates=[37.68424662, 55.87669591], type=Point}";
"2583703216";"1010125";"Парк «Торфянка»";"";"";"";"";"";"{coordinates=[37.68473465, 55.87639991], type=Point}";"{coordinates=[37.68473465, 55.87639991], type=Point}";
"2583703217";"1010072";"Палехская улица, 131";"";"";"";"";"";"{coordinates=[37.70856308, 55.87433974], type=Point}";"{coordinates=[37.70856308, 55.87433974], type=Point}";
"2583703219";"1010126";"Университетский проспект";"";"";"";"";"";"{coordinates=[37.52674378, 55.71181904], type=Point}";"{coordinates=[37.52674378, 55.71181904], type=Point}";
"2583703220";"1010127";"Шоссейный проезд";"";"";"";"";"";"{coordinates=[37.72527978, 55.70177104], type=Point}";"{coordinates=[37.72527978, 55.70177104], type=Point}";
"2583703221";"1010078";"Улица Братьев Бромлей";"";"";"";"";"";"{coordinates=[37.29580269, 55.56896731], type=Point}";"{coordinates=[37.29580269, 55.56896731], type=Point}";
"2583703222";"1010077";"Середнево";"";"";"";"";"";"{coordinates=[37.2982301, 55.56674814], type=Point}";"{coordinates=[37.2982301, 55.56674814], type=Point}";
"2583703223";"1010128";"Шоссейный проезд";"";"";"";"";"";"{coordinates=[37.7255451, 55.70167252], type=Point}";"{coordinates=[37.7255451, 55.70167252], type=Point}";
"2583703224";"1010130";"Улица Авиаконструктора Микояна, 14";"";"";"";"";"";"{coordinates=[37.52133777, 55.79326704], type=Point}";"{coordinates=[37.52133777, 55.79326704], type=Point}";
"2583703225";"1010079";"Середнево";"";"";"";"";"";"{coordinates=[37.29916555, 55.56569408], type=Point}";"{coordinates=[37.29916555, 55.56569408], type=Point}";
"2583703226";"1010132";"Метро «Терехово»";"";"";"";"";"";"{coordinates=[37.45890981, 55.74793189], type=Point}";"{coordinates=[37.45890981, 55.74793189], type=Point}";
"2583703227";"1010081";"Метро «Прокшино»";"";"";"";"";"";"{coordinates=[37.43357875, 55.58567337], type=Point}";"{coordinates=[37.43357875, 55.58567337], type=Point}";
"2583703228";"1010133";"Метро «Терехово»";"";"";"";"";"";"{coordinates=[37.46020069, 55.7480731], type=Point}";"{coordinates=[37.46020069, 55.7480731], type=Point}";
"2583703229";"1010084";"ЖК «Лефортово парк»";"";"";"";"";"";"{coordinates=[37.70684324, 55.75096964], type=Point}";"{coordinates=[37.70684324, 55.75096964], type=Point}";
"2583703230";"1010136";"Метро «Аминьевская»";"";"";"";"";"";"{coordinates=[37.46505151, 55.69581289], type=Point}";"{coordinates=[37.46505151, 55.69581289], type=Point}";
"2583703231";"1010137";"Метро «Аминьевская»";"";"";"";"";"";"{coordinates=[37.46463002, 55.69551768], type=Point}";"{coordinates=[37.46463002, 55.69551768], type=Point}";
"2583703232";"1010087";"Районный центр «Высота»";"";"";"";"";"";"{coordinates=[37.76224066, 55.70068939], type=Point}";"{coordinates=[37.76224066, 55.70068939], type=Point}";
"2583703233";"1010088";"Улица Юных Ленинцев, 56";"";"";"";"";"";"{coordinates=[37.76790873, 55.69974131], type=Point}";"{coordinates=[37.76790873, 55.69974131], type=Point}";
"2583703234";"1010134";"Метро «Аминьевская»";"";"";"";"";"";"{coordinates=[37.46487489, 55.69627159], type=Point}";"{coordinates=[37.46487489, 55.69627159], type=Point}";
"2583703235";"1010089";"Родниковая улица, 30";"";"";"";"";"";"{coordinates=[37.41136896, 55.6317559], type=Point}";"{coordinates=[37.41136896, 55.6317559], type=Point}";
"2583703236";"1010140";"Керченская улица, 3";"";"";"";"";"";"{coordinates=[37.57918571, 55.65092205], type=Point}";"{coordinates=[37.57918571, 55.65092205], type=Point}";
"2583703237";"1010090";"Родниковая улица, 30";"";"";"";"";"";"{coordinates=[37.40943275, 55.63118183], type=Point}";"{coordinates=[37.40943275, 55.63118183], type=Point}";
"2583703238";"1010143";"Метро «Мичуринский проспект»";"";"";"";"";"";"{coordinates=[37.48633572, 55.68840449], type=Point}";"{coordinates=[37.48633572, 55.68840449], type=Point}";
"2583703239";"1010091";"Спортивная школа";"";"";"";"";"";"{coordinates=[37.77773015, 55.70166843], type=Point}";"{coordinates=[37.77773015, 55.70166843], type=Point}";
"2583703240";"1010148";"Румянцево";"";"";"";"";"";"{coordinates=[37.43133532, 55.62874162], type=Point}";"{coordinates=[37.43133532, 55.62874162], type=Point}";
"2583703241";"1010094";"Метро «Полежаевская»";"";"";"";"";"";"{coordinates=[37.51754103, 55.77675124], type=Point}";"{coordinates=[37.51754103, 55.77675124], type=Point}";
"2583703242";"1010150";"Сигнальный проезд, 37";"";"";"";"";"";"{coordinates=[37.59448691, 55.84892946], type=Point}";"{coordinates=[37.59448691, 55.84892946], type=Point}";
"2583703243";"1010104";"Хамовнический Вал";"";"";"";"";"";"{coordinates=[37.56778022, 55.71893787], type=Point}";"{coordinates=[37.56778022, 55.71893787], type=Point}";
"2583703244";"1010157";"Центральный парк";"";"";"";"";"";"{coordinates=[37.35460978, 55.69835943], type=Point}";"{coordinates=[37.35460978, 55.69835943], type=Point}";
"2583703245";"1010158";"Центральный парк";"";"";"";"";"";"{coordinates=[37.35467459, 55.69797029], type=Point}";"{coordinates=[37.35467459, 55.69797029], type=Point}";
"2583703247";"1010171";"Отрадная улица, 1";"";"";"";"";"";"{coordinates=[37.60306387, 55.85952615], type=Point}";"{coordinates=[37.60306387, 55.85952615], type=Point}";
"2583703248";"3997";"Гаражная улица";"";"";"";"";"";"{coordinates=[37.73823138, 55.75944288], type=Point}";"{coordinates=[37.73823138, 55.75944288], type=Point}";
"2583703249";"1010185";"Метро «Ломоносовский проспект»";"";"";"";"";"";"{coordinates=[37.51510507, 55.70577851], type=Point}";"{coordinates=[37.51510507, 55.70577851], type=Point}";
"2583703250";"1009107";"МЦД Андроновка";"";"";"";"";"";"{coordinates=[37.7373167, 55.74465154], type=Point}";"{coordinates=[37.7373167, 55.74465154], type=Point}";
"2583703251";"1010191";"Метро «Коломенская»";"";"";"";"";"";"{coordinates=[37.66235287, 55.67709924], type=Point}";"{coordinates=[37.66235287, 55.67709924], type=Point}";
"2583703252";"1010193";"Институт высоких температур";"";"";"";"";"";"{coordinates=[37.52082324, 55.89355797], type=Point}";"{coordinates=[37.52082324, 55.89355797], type=Point}";
"2583703253";"1009108";"МЦД Андроновка";"";"";"";"";"";"{coordinates=[37.73763282, 55.74446527], type=Point}";"{coordinates=[37.73763282, 55.74446527], type=Point}";
"2583703254";"1010194";"Институт высоких температур";"";"";"";"";"";"{coordinates=[37.52174483, 55.89362959], type=Point}";"{coordinates=[37.52174483, 55.89362959], type=Point}";
"2583703255";"1010115";"Производственная улица";"";"";"";"";"";"{coordinates=[37.38324496, 55.64146138], type=Point}";"{coordinates=[37.38324496, 55.64146138], type=Point}";
"2583703256";"1010192";"Базовская улица, 17";"";"";"";"";"";"{coordinates=[37.51154584, 55.87990261], type=Point}";"{coordinates=[37.51154584, 55.87990261], type=Point}";
"2583703257";"1010114";"Производственная улица";"";"";"";"";"";"{coordinates=[37.3836013, 55.6411688], type=Point}";"{coordinates=[37.3836013, 55.6411688], type=Point}";
"2583703258";"1010119";"Станционная улица";"";"";"";"";"";"{coordinates=[37.58315842, 55.8473587], type=Point}";"{coordinates=[37.58315842, 55.8473587], type=Point}";
"2583703259";"1010121";"Гостиничная улица";"";"";"";"";"";"{coordinates=[37.57877726, 55.84754725], type=Point}";"{coordinates=[37.57877726, 55.84754725], type=Point}";
"2583703266";"1010216";"Проектируемый проезд № 4062";"";"";"";"";"";"{coordinates=[37.66988443, 55.68818045], type=Point}";"{coordinates=[37.66988443, 55.68818045], type=Point}";
"2583703267";"1010217";"Проектируемый проезд № 4062";"";"";"";"";"";"{coordinates=[37.67225549, 55.68888401], type=Point}";"{coordinates=[37.67225549, 55.68888401], type=Point}";
"2583703268";"1010218";"Улица Москворечье";"";"";"";"";"";"{coordinates=[37.64724978, 55.64695179], type=Point}";"{coordinates=[37.64724978, 55.64695179], type=Point}";
"2583703269";"1010221";"Рябиновая улица";"";"";"";"";"";"{coordinates=[37.43104595, 55.68769174], type=Point}";"{coordinates=[37.43104595, 55.68769174], type=Point}";
"2583703270";"1010351";"Цариков переулок";"";"";"";"";"";"{coordinates=[37.37561129, 55.84026465], type=Point}";"{coordinates=[37.37561129, 55.84026465], type=Point}";
"2583703271";"1010227";"Хлебобулочный проезд";"";"";"";"";"";"{coordinates=[37.5583021, 55.66117089], type=Point}";"{coordinates=[37.5583021, 55.66117089], type=Point}";
"2583703272";"1010352";"Улица Петра Непорожнего";"";"";"";"";"";"{coordinates=[37.41713079, 55.63480904], type=Point}";"{coordinates=[37.41713079, 55.63480904], type=Point}";
"2583703273";"1010239";"Река Стрелка";"";"";"";"";"";"{coordinates=[37.46951178, 55.52230604], type=Point}";"{coordinates=[37.46951178, 55.52230604], type=Point}";
"2583703275";"1010241";"Река Стрелка";"";"";"";"";"";"{coordinates=[37.47013081, 55.52256922], type=Point}";"{coordinates=[37.47013081, 55.52256922], type=Point}";
"2583703276";"1010353";"Улица Петра Непорожнего";"";"";"";"";"";"{coordinates=[37.41637195, 55.63551349], type=Point}";"{coordinates=[37.41637195, 55.63551349], type=Point}";
"2583703277";"1010354";"Индустриальный колледж";"";"";"";"";"";"{coordinates=[37.41157479, 55.63955104], type=Point}";"{coordinates=[37.41157479, 55.63955104], type=Point}";
"2583703278";"1010245";"Бархатная Роща";"";"";"";"";"";"{coordinates=[37.45171769, 55.51808043], type=Point}";"{coordinates=[37.45171769, 55.51808043], type=Point}";
"2583703279";"1010355";"Индустриальный колледж";"";"";"";"";"";"{coordinates=[37.41253879, 55.63901204], type=Point}";"{coordinates=[37.41253879, 55.63901204], type=Point}";
